k, vk experiment, vk error (sdev), vk background
0.272798	0.00550353	0.000491784	0
0.278254	0.00534041	0.000451059	0
0.28371	0.00475327	0.000397596	0
0.289166	0.0045901	0.000371204	0
0.294622	0.00414286	0.000372181	0
0.300078	0.0039564	0.0003348	0
0.305534	0.00384645	0.000319411	0
0.31099	0.0036437	0.000250916	0
0.316446	0.00371423	0.000287029	0
0.321902	0.00335644	0.00024447	0
0.327358	0.00316373	0.000222882	0
0.332814	0.00299937	0.000228899	0
0.33827	0.00279925	0.000234328	0
0.343726	0.00292215	0.000212397	0
0.349182	0.00292714	0.000204282	0
0.354638	0.00287111	0.000224556	0
0.360094	0.00294287	0.000234557	0
0.36555	0.00295841	0.000250387	0
0.371006	0.00341751	0.000211527	0
0.376462	0.0039015	0.000207076	0
0.381918	0.00416733	0.000258793	0
0.387374	0.00429412	0.000311096	0
0.39283	0.00467146	0.000346966	0
0.398286	0.0049282	0.00035008	0
0.403742	0.0055271	0.000460354	0
0.409198	0.00626701	0.000548405	0
0.414654	0.00662802	0.000474517	0
0.42011	0.00710613	0.000507003	0
0.425566	0.00738245	0.000513562	0
0.431022	0.0078134	0.000475425	0
0.436478	0.00792996	0.000482948	0
0.441934	0.00746317	0.000479691	0
0.44739	0.00726751	0.000535391	0
0.452846	0.00687638	0.000464664	0
0.458301	0.00667131	0.000434719	0
0.463757	0.00661734	0.00036597	0
0.469213	0.00610957	0.000385084	0
0.474669	0.00584658	0.00042396	0
0.480125	0.00531439	0.000409436	0
0.485581	0.00486325	0.000360862	0
0.491037	0.00466885	0.000287828	0
0.496493	0.00440511	0.000293743	0
0.501949	0.00418108	0.000282093	0
0.507405	0.00412125	0.000247996	0
0.512861	0.00399088	0.000220613	0
0.518317	0.00403932	0.000252012	0
0.523773	0.00371461	0.00022894	0
0.529229	0.00331092	0.000186966	0
0.534685	0.00304425	0.00015364	0
0.540141	0.00290099	0.000122133	0
0.545597	0.00280804	0.000147009	0
0.551053	0.00259985	0.000190022	0
0.556509	0.00265438	0.000272024	0
0.561965	0.00260693	0.000260444	0
0.567421	0.00246157	0.000250894	0
0.572877	0.00234768	0.000223657	0
0.578333	0.00240728	0.000219324	0
0.583789	0.00238467	0.000216152	0
0.589245	0.00227659	0.000164499	0
0.594701	0.00213168	0.000140543	0
0.600157	0.0020744	0.000117832	0
0.605613	0.0020008	0.000138543	0
0.611069	0.00200801	0.000152961	0
0.616525	0.00203057	0.000170711	0
0.621981	0.0020766	0.000172453	0
0.627437	0.00201339	0.000132404	0
0.632893	0.00194261	0.000118549	0
0.638348	0.00191525	0.000106328	0
0.643804	0.00198334	0.000125854	0
0.64926	0.00191192	0.000132684	0
0.654716	0.00194031	0.000132879	0
0.660172	0.0020893	0.000148756	0
0.665628	0.00221509	0.000142262	0
0.671084	0.00221925	0.000123429	0
0.67654	0.00240238	0.000144136	0
0.681996	0.00253158	0.000174759	0
0.687452	0.00286645	0.000221769	0
0.692908	0.00320314	0.000253498	0
0.698364	0.00340771	0.000256514	0
0.70382	0.00348784	0.000261861	0
0.709276	0.00336838	0.000263513	0
0.714732	0.00338229	0.000255887	0
0.720188	0.00325687	0.000237844	0
0.725644	0.00320389	0.000242348	0
0.7311	0.00298501	0.00023317	0
0.736556	0.00279554	0.000188042	0
0.742012	0.00258648	0.000163337	0
0.747468	0.00240077	0.00014386	0
0.752924	0.00236772	0.000149208	0
0.75838	0.00235646	0.00014234	0
0.763836	0.00225015	0.000157818	0
0.769292	0.00226612	0.00017373	0
0.774748	0.0021989	0.000170562	0
0.780204	0.00225282	0.000176335	0
0.78566	0.00218474	0.000177322	0
0.791116	0.00209234	0.000161012	0
0.796572	0.00206029	0.00017891	0
0.802028	0.00208123	0.000203567	0
-1
